Realization	utility	week	infra.
339	0	261	7
340	0	313	7
341	0	313	7
342	0	261	7
343	0	261	7
344	0	261	7
345	0	261	7
346	0	261	7
347	0	261	7
348	0	261	7
349	0	261	7
350	0	261	7
351	0	261	7
352	0	313	7
353	0	261	7
354	0	261	7
355	0	261	7
356	0	313	7
357	0	261	7
358	0	261	7
359	0	313	7
360	0	261	7
361	0	261	7
362	0	261	7
363	0	261	7
364	0	261	7
365	0	261	7
366	0	261	7
367	0	313	7
368	0	261	7
369	0	313	7
370	0	261	7
371	0	261	7
372	0	261	7
373	0	261	7
374	0	261	7
375	0	261	7
376	0	261	7
377	0	261	7
378	0	313	7
379	0	261	7
380	0	261	7
381	0	313	7
382	0	261	7
383	0	313	7
384	0	313	7
385	0	261	7
386	0	261	7
387	0	261	7
388	0	261	7
389	0	261	7
390	0	261	7
391	0	313	7
392	0	313	7
393	0	313	7
394	0	261	7
395	0	313	7
396	0	261	7
397	0	313	7
398	0	261	7
399	0	313	7
400	0	261	7
401	0	261	7
402	0	313	7
403	0	261	7
404	0	261	7
405	0	261	7
406	0	313	7
407	0	261	7
408	0	261	7
409	0	261	7
410	0	261	7
411	0	261	7
412	0	261	7
413	0	313	7
414	0	261	7
415	0	261	7
416	0	261	7
417	0	261	7
418	0	261	7
419	0	313	7
420	0	261	7
421	0	261	7
422	0	261	7
423	0	313	7
424	0	261	7
425	0	261	7
426	0	261	7
427	0	313	7
428	0	261	7
429	0	261	7
430	0	313	7
431	0	313	7
432	0	313	7
433	0	261	7
434	0	261	7
435	0	261	7
436	0	261	7
437	0	261	7
438	0	261	7
439	0	313	7
440	0	261	7
441	0	313	7
442	0	261	7
443	0	261	7
444	0	261	7
445	0	261	7
446	0	313	7
447	0	261	7
448	0	261	7
449	0	261	7
450	0	313	7
451	0	261	7
452	0	261	7
453	0	261	7
454	0	313	7
455	0	261	7
456	0	313	7
457	0	313	7
458	0	261	7
459	0	261	7
460	0	261	7
461	0	261	7
462	0	261	7
463	0	261	7
464	0	261	7
465	0	261	7
466	0	261	7
467	0	313	7
468	0	261	7
469	0	261	7
470	0	313	7
471	0	261	7
472	0	261	7
473	0	313	7
474	0	261	7
475	0	313	7
476	0	261	7
477	0	313	7
478	0	261	7
479	0	261	7
480	0	313	7
481	0	261	7
482	0	261	7
483	0	313	7
484	0	261	7
485	0	261	7
486	0	261	7
487	0	261	7
488	0	313	7
489	0	261	7
490	0	261	7
491	0	261	7
492	0	261	7
493	0	261	7
494	0	261	7
495	0	261	7
496	0	261	7
497	0	313	7
498	0	261	7
499	0	261	7
500	0	313	7
501	0	261	7
502	0	261	7
503	0	313	7
504	0	261	7
505	0	313	7
506	0	261	7
507	0	261	7
508	0	261	7
509	0	313	7
510	0	313	7
511	0	313	7
512	0	261	7
513	0	261	7
514	0	313	7
515	0	261	7
516	0	261	7
517	0	261	7
518	0	261	7
519	0	261	7
520	0	313	7
521	0	261	7
522	0	313	7
523	0	261	7
524	0	313	7
525	0	261	7
526	0	261	7
527	0	261	7
528	0	261	7
529	0	261	7
530	0	261	7
531	0	313	7
532	0	261	7
533	0	261	7
534	0	261	7
535	0	313	7
536	0	261	7
537	0	261	7
538	0	261	7
539	0	261	7
540	0	261	7
541	0	261	7
542	0	313	7
543	0	261	7
544	0	261	7
545	0	313	7
546	0	261	7
547	0	261	7
548	0	313	7
549	0	261	7
550	0	313	7
551	0	261	7
552	0	313	7
553	0	261	7
554	0	313	7
555	0	313	7
556	0	261	7
557	0	261	7
558	0	261	7
559	0	261	7
560	0	261	7
561	0	261	7
562	0	261	7
563	0	313	7
564	0	261	7
565	0	261	7
566	0	313	7
567	0	313	7
568	0	261	7
569	0	261	7
570	0	261	7
571	0	261	7
572	0	261	7
573	0	261	7
574	0	261	7
575	0	313	7
576	0	261	7
577	0	261	7
578	0	261	7
579	0	261	7
580	0	261	7
581	0	261	7
582	0	261	7
583	0	261	7
584	0	261	7
585	0	261	7
586	0	261	7
587	0	313	7
588	0	261	7
589	0	261	7
590	0	313	7
591	0	261	7
592	0	261	7
593	0	261	7
594	0	261	7
595	0	313	7
596	0	313	7
597	0	261	7
598	0	261	7
599	0	261	7
600	0	261	7
601	0	313	7
602	0	261	7
603	0	261	7
604	0	261	7
605	0	261	7
606	0	261	7
607	0	261	7
608	0	261	7
609	0	261	7
610	0	261	7
611	0	261	7
612	0	313	7
613	0	261	7
614	0	313	7
615	0	261	7
616	0	261	7
617	0	261	7
618	0	261	7
619	0	261	7
620	0	313	7
621	0	261	7
622	0	261	7
623	0	261	7
624	0	313	7
625	0	313	7
626	0	261	7
627	0	261	7
628	0	261	7
629	0	261	7
630	0	313	7
631	0	313	7
632	0	261	7
633	0	313	7
634	0	261	7
635	0	261	7
636	0	261	7
637	0	261	7
638	0	261	7
639	0	261	7
640	0	261	7
641	0	261	7
642	0	261	7
643	0	261	7
644	0	313	7
645	0	261	7
646	0	261	7
647	0	313	7
648	0	261	7
649	0	261	7
650	0	261	7
651	0	261	7
652	0	261	7
653	0	313	7
654	0	261	7
655	0	261	7
656	0	261	7
657	0	261	7
658	0	313	7
659	0	261	7
660	0	261	7
661	0	261	7
662	0	261	7
663	0	261	7
664	0	261	7
665	0	261	7
666	0	261	7
667	0	261	7
668	0	261	7
669	0	261	7
670	0	261	7
671	0	261	7
672	0	261	7
673	0	261	7
674	0	261	7
675	0	261	7
676	0	261	7
677	0	261	7
678	0	313	7
679	0	261	7
680	0	313	7
681	0	261	7
682	0	313	7
683	0	261	7
684	0	261	7
685	0	313	7
686	0	261	7
687	0	313	7
688	0	261	7
689	0	261	7
690	0	261	7
691	0	261	7
692	0	313	7
693	0	261	7
694	0	261	7
695	0	261	7
696	0	261	7
697	0	261	7
698	0	261	7
699	0	313	7
700	0	261	7
701	0	261	7
702	0	261	7
703	0	261	7
704	0	261	7
705	0	261	7
706	0	261	7
707	0	261	7
708	0	261	7
709	0	261	7
710	0	261	7
711	0	261	7
712	0	261	7
713	0	261	7
714	0	261	7
715	0	261	7
716	0	313	7
717	0	261	7
718	0	313	7
719	0	261	7
720	0	261	7
721	0	261	7
722	0	261	7
723	0	261	7
724	0	261	7
725	0	261	7
726	0	261	7
727	0	261	7
728	0	261	7
729	0	261	7
730	0	313	7
731	0	313	7
732	0	261	7
733	0	261	7
734	0	261	7
735	0	261	7
736	0	261	7
737	0	261	7
738	0	261	7
739	0	313	7
740	0	261	7
741	0	313	7
742	0	261	7
743	0	313	7
744	0	261	7
745	0	261	7
746	0	261	7
747	0	261	7
748	0	313	7
749	0	261	7
750	0	261	7
751	0	313	7
752	0	261	7
753	0	313	7
754	0	261	7
755	0	261	7
756	0	261	7
757	0	261	7
758	0	261	7
759	0	261	7
760	0	261	7
761	0	261	7
762	0	261	7
763	0	261	7
764	0	261	7
765	0	313	7
766	0	261	7
767	0	261	7
768	0	261	7
769	0	261	7
770	0	261	7
771	0	261	7
772	0	261	7
773	0	261	7
774	0	261	7
775	0	261	7
776	0	313	7
777	0	261	7
778	0	261	7
779	0	313	7
780	0	261	7
781	0	313	7
782	0	313	7
783	0	261	7
784	0	261	7
785	0	313	7
786	0	313	7
787	0	261	7
788	0	313	7
789	0	261	7
790	0	261	7
791	0	261	7
792	0	261	7
793	0	313	7
794	0	261	7
795	0	261	7
796	0	261	7
797	0	261	7
798	0	261	7
799	0	261	7
800	0	313	7
801	0	261	7
802	0	261	7
803	0	313	7
804	0	261	7
805	0	261	7
806	0	261	7
807	0	261	7
808	0	261	7
809	0	261	7
810	0	313	7
811	0	261	7
812	0	261	7
813	0	313	7
814	0	313	7
815	0	261	7
816	0	313	7
817	0	313	7
818	0	313	7
819	0	261	7
820	0	261	7
821	0	261	7
822	0	261	7
823	0	313	7
824	0	261	7
825	0	261	7
826	0	261	7
827	0	313	7
828	0	261	7
829	0	261	7
830	0	261	7
831	0	261	7
832	0	261	7
833	0	261	7
834	0	261	7
835	0	313	7
836	0	261	7
837	0	261	7
838	0	313	7
839	0	313	7
840	0	261	7
841	0	313	7
842	0	261	7
843	0	261	7
844	0	261	7
845	0	313	7
846	0	261	7
847	0	261	7
848	0	261	7
849	0	261	7
850	0	261	7
851	0	261	7
852	0	261	7
853	0	261	7
854	0	261	7
855	0	313	7
856	0	261	7
857	0	261	7
858	0	261	7
859	0	261	7
860	0	261	7
861	0	261	7
862	0	313	7
863	0	261	7
864	0	261	7
865	0	261	7
866	0	313	7
867	0	261	7
868	0	261	7
869	0	313	7
870	0	261	7
871	0	261	7
872	0	313	7
873	0	261	7
874	0	261	7
875	0	261	7
876	0	261	7
877	0	261	7
878	0	261	7
879	0	313	7
880	0	261	7
881	0	261	7
882	0	261	7
883	0	261	7
884	0	261	7
885	0	261	7
886	0	261	7
887	0	261	7
888	0	261	7
889	0	261	7
890	0	261	7
891	0	261	7
892	0	261	7
893	0	261	7
894	0	313	7
895	0	261	7
896	0	261	7
897	0	261	7
898	0	313	7
899	0	261	7
900	0	261	7
901	0	261	7
902	0	313	7
903	0	261	7
904	0	261	7
905	0	261	7
906	0	261	7
907	0	261	7
908	0	313	7
909	0	261	7
910	0	261	7
911	0	261	7
912	0	261	7
913	0	261	7
914	0	261	7
915	0	261	7
916	0	261	7
917	0	261	7
918	0	261	7
919	0	261	7
920	0	261	7
921	0	261	7
922	0	261	7
923	0	313	7
924	0	261	7
925	0	313	7
926	0	261	7
927	0	313	7
928	0	261	7
929	0	261	7
930	0	261	7
931	0	261	7
932	0	313	7
933	0	313	7
934	0	313	7
935	0	261	7
936	0	261	7
937	0	261	7
938	0	261	7
939	0	261	7
940	0	261	7
941	0	261	7
942	0	261	7
943	0	313	7
944	0	261	7
945	0	261	7
946	0	261	7
947	0	313	7
948	0	261	7
949	0	313	7
950	0	261	7
951	0	313	7
952	0	313	7
953	0	313	7
954	0	261	7
955	0	261	7
956	0	261	7
957	0	261	7
958	0	261	7
959	0	313	7
960	0	261	7
961	0	261	7
962	0	261	7
963	0	261	7
964	0	313	7
965	0	261	7
966	0	313	7
967	0	261	7
968	0	261	7
969	0	261	7
970	0	261	7
971	0	261	7
972	0	261	7
973	0	261	7
974	0	313	7
975	0	313	7
976	0	313	7
977	0	313	7
978	0	261	7
979	0	261	7
980	0	261	7
981	0	261	7
982	0	261	7
983	0	261	7
984	0	261	7
985	0	261	7
986	0	313	7
987	0	313	7
988	0	261	7
989	0	261	7
990	0	261	7
991	0	261	7
992	0	313	7
993	0	261	7
994	0	261	7
995	0	313	7
996	0	261	7
997	0	261	7
998	0	261	7
999	0	261	7
0	1	261	10
0	1	521	11
1	1	261	10
1	1	521	11
2	1	261	10
2	1	521	11
3	1	261	10
3	1	521	11
4	1	261	10
4	1	521	11
5	1	261	10
5	1	521	11
6	1	261	10
6	1	521	11
7	1	261	10
7	1	521	11
8	1	261	10
8	1	521	11
9	1	261	10
9	1	521	11
10	1	261	10
10	1	521	11
11	1	261	10
11	1	521	11
12	1	261	10
12	1	521	11
13	1	261	10
13	1	521	11
14	1	261	10
14	1	521	11
15	1	261	10
15	1	521	11
16	1	261	10
16	1	521	11
17	1	261	10
17	1	521	11
18	1	261	10
18	1	521	11
19	1	261	10
19	1	521	11
20	1	261	10
20	1	521	11
21	1	261	10
21	1	521	11
22	1	261	10
22	1	521	11
23	1	261	10
23	1	521	11
24	1	261	10
24	1	521	11
25	1	261	10
25	1	521	11
26	1	261	10
26	1	521	11
27	1	261	10
27	1	521	11
28	1	261	10
28	1	521	11
29	1	261	10
29	1	521	11
30	1	261	10
30	1	521	11
31	1	261	10
31	1	521	11
32	1	261	10
32	1	521	11
33	1	261	10
33	1	521	11
34	1	261	10
34	1	521	11
35	1	261	10
35	1	521	11
36	1	261	10
36	1	521	11
37	1	261	10
37	1	521	11
38	1	261	10
38	1	521	11
39	1	261	10
39	1	521	11
40	1	261	10
40	1	521	11
41	1	261	10
41	1	521	11
42	1	261	10
42	1	521	11
43	1	261	10
43	1	521	11
44	1	261	10
44	1	521	11
45	1	261	10
45	1	521	11
46	1	261	10
46	1	521	11
47	1	261	10
47	1	521	11
48	1	261	10
48	1	521	11
49	1	261	10
49	1	521	11
50	1	261	10
50	1	521	11
51	1	261	10
51	1	521	11
52	1	261	10
52	1	521	11
53	1	261	10
53	1	521	11
54	1	261	10
54	1	521	11
55	1	261	10
55	1	521	11
56	1	261	10
56	1	521	11
57	1	261	10
57	1	521	11
58	1	261	10
58	1	521	11
59	1	261	10
59	1	521	11
60	1	261	10
60	1	521	11
61	1	261	10
61	1	521	11
62	1	261	10
62	1	521	11
63	1	261	10
63	1	521	11
64	1	261	10
64	1	521	11
65	1	261	10
65	1	521	11
66	1	261	10
66	1	521	11
67	1	261	10
67	1	521	11
68	1	261	10
68	1	521	11
69	1	261	10
69	1	521	11
70	1	261	10
70	1	521	11
71	1	261	10
71	1	521	11
72	1	261	10
72	1	521	11
73	1	261	10
73	1	521	11
74	1	261	10
74	1	521	11
75	1	261	10
75	1	521	11
76	1	261	10
76	1	521	11
77	1	261	10
77	1	521	11
78	1	261	10
78	1	521	11
79	1	261	10
79	1	521	11
80	1	261	10
80	1	521	11
81	1	261	10
81	1	521	11
82	1	261	10
82	1	521	11
83	1	261	10
83	1	521	11
84	1	261	10
84	1	521	11
85	1	261	10
85	1	521	11
86	1	261	10
86	1	521	11
87	1	261	10
87	1	521	11
88	1	261	10
88	1	521	11
89	1	261	10
89	1	521	11
90	1	261	10
90	1	521	11
91	1	261	10
91	1	521	11
92	1	261	10
92	1	521	11
93	1	261	10
93	1	521	11
94	1	261	10
94	1	521	11
95	1	261	10
95	1	521	11
96	1	261	10
96	1	521	11
97	1	261	10
97	1	521	11
98	1	261	10
98	1	521	11
99	1	261	10
99	1	521	11
100	1	261	10
100	1	521	11
101	1	261	10
101	1	521	11
102	1	261	10
102	1	521	11
103	1	261	10
103	1	521	11
104	1	261	10
104	1	521	11
105	1	261	10
105	1	521	11
106	1	261	10
106	1	521	11
107	1	261	10
107	1	521	11
108	1	261	10
108	1	521	11
109	1	261	10
109	1	521	11
110	1	261	10
110	1	521	11
111	1	261	10
111	1	521	11
112	1	261	10
112	1	521	11
113	1	261	10
113	1	521	11
114	1	261	10
114	1	521	11
115	1	261	10
115	1	521	11
116	1	261	10
116	1	521	11
117	1	261	10
117	1	521	11
118	1	261	10
118	1	521	11
119	1	261	10
119	1	521	11
120	1	261	10
120	1	521	11
121	1	261	10
121	1	521	11
122	1	261	10
122	1	521	11
123	1	261	10
123	1	521	11
124	1	261	10
124	1	521	11
125	1	261	10
125	1	521	11
126	1	261	10
126	1	521	11
127	1	261	10
127	1	521	11
128	1	261	10
128	1	521	11
129	1	261	10
129	1	521	11
130	1	261	10
130	1	521	11
131	1	261	10
131	1	521	11
132	1	261	10
132	1	521	11
133	1	261	10
133	1	521	11
134	1	261	10
134	1	521	11
135	1	261	10
135	1	521	11
136	1	261	10
136	1	521	11
137	1	261	10
137	1	521	11
138	1	261	10
138	1	521	11
139	1	261	10
139	1	521	11
140	1	261	10
140	1	521	11
141	1	261	10
141	1	521	11
142	1	261	10
142	1	521	11
143	1	261	10
143	1	521	11
144	1	261	10
144	1	521	11
145	1	261	10
145	1	521	11
146	1	261	10
146	1	521	11
147	1	261	10
147	1	521	11
148	1	261	10
148	1	521	11
149	1	261	10
149	1	521	11
150	1	261	10
150	1	521	11
151	1	261	10
151	1	521	11
152	1	261	10
152	1	521	11
153	1	261	10
153	1	521	11
154	1	261	10
154	1	521	11
155	1	261	10
155	1	521	11
156	1	261	10
156	1	521	11
157	1	261	10
157	1	521	11
158	1	261	10
158	1	521	11
159	1	261	10
159	1	521	11
160	1	261	10
160	1	521	11
161	1	261	10
161	1	521	11
162	1	261	10
162	1	521	11
163	1	261	10
163	1	521	11
164	1	261	10
164	1	521	11
165	1	261	10
165	1	521	11
166	1	261	10
166	1	521	11
167	1	261	10
167	1	521	11
168	1	261	10
168	1	521	11
169	1	261	10
169	1	521	11
170	1	261	10
170	1	521	11
171	1	261	10
171	1	521	11
172	1	261	10
172	1	521	11
173	1	261	10
173	1	521	11
174	1	261	10
174	1	521	11
175	1	261	10
175	1	521	11
176	1	261	10
176	1	521	11
177	1	261	10
177	1	521	11
178	1	261	10
178	1	521	11
179	1	261	10
179	1	521	11
180	1	261	10
180	1	521	11
181	1	261	10
181	1	521	11
182	1	261	10
182	1	521	11
183	1	261	10
183	1	521	11
184	1	261	10
184	1	521	11
185	1	261	10
185	1	521	11
186	1	261	10
186	1	521	11
187	1	261	10
187	1	521	11
188	1	261	10
188	1	521	11
189	1	261	10
189	1	521	11
190	1	261	10
190	1	521	11
191	1	261	10
191	1	521	11
192	1	261	10
192	1	521	11
193	1	261	10
193	1	521	11
194	1	261	10
194	1	521	11
195	1	261	10
195	1	521	11
196	1	261	10
196	1	521	11
197	1	261	10
197	1	521	11
198	1	261	10
198	1	521	11
199	1	261	10
199	1	521	11
200	1	261	10
200	1	521	11
201	1	261	10
201	1	521	11
202	1	261	10
202	1	521	11
203	1	261	10
203	1	521	11
204	1	261	10
204	1	521	11
205	1	261	10
205	1	521	11
206	1	261	10
206	1	521	11
207	1	261	10
207	1	521	11
208	1	261	10
208	1	521	11
209	1	261	10
209	1	521	11
210	1	261	10
210	1	521	11
211	1	261	10
211	1	521	11
212	1	261	10
212	1	521	11
213	1	261	10
213	1	521	11
214	1	261	10
214	1	521	11
215	1	261	10
215	1	521	11
216	1	261	10
216	1	521	11
217	1	261	10
217	1	521	11
218	1	261	10
218	1	521	11
219	1	261	10
219	1	521	11
220	1	261	10
220	1	521	11
221	1	261	10
221	1	521	11
222	1	261	10
222	1	521	11
223	1	261	10
223	1	521	11
224	1	261	10
224	1	521	11
225	1	261	10
225	1	521	11
226	1	261	10
226	1	521	11
227	1	261	10
227	1	521	11
228	1	261	10
228	1	521	11
229	1	261	10
229	1	521	11
230	1	261	10
230	1	521	11
231	1	261	10
231	1	521	11
232	1	261	10
232	1	521	11
233	1	261	10
233	1	521	11
234	1	261	10
234	1	521	11
235	1	261	10
235	1	521	11
236	1	261	10
236	1	521	11
237	1	261	10
237	1	521	11
238	1	261	10
238	1	521	11
239	1	261	10
239	1	521	11
240	1	261	10
240	1	521	11
241	1	261	10
241	1	521	11
242	1	261	10
242	1	521	11
243	1	261	10
243	1	521	11
244	1	261	10
244	1	521	11
245	1	261	10
245	1	521	11
246	1	261	10
246	1	521	11
247	1	261	10
247	1	521	11
248	1	261	10
248	1	521	11
249	1	261	10
249	1	521	11
250	1	261	10
250	1	521	11
251	1	261	10
251	1	521	11
252	1	261	10
252	1	521	11
253	1	261	10
253	1	521	11
254	1	261	10
254	1	521	11
255	1	261	10
255	1	521	11
256	1	261	10
256	1	521	11
257	1	261	10
257	1	521	11
258	1	261	10
258	1	521	11
259	1	261	10
259	1	521	11
260	1	261	10
260	1	521	11
261	1	261	10
261	1	521	11
262	1	261	10
262	1	521	11
263	1	261	10
263	1	521	11
264	1	261	10
264	1	521	11
265	1	261	10
265	1	521	11
266	1	261	10
266	1	521	11
267	1	261	10
267	1	521	11
268	1	261	10
268	1	521	11
269	1	261	10
269	1	521	11
270	1	261	10
270	1	521	11
271	1	261	10
271	1	521	11
272	1	261	10
272	1	521	11
273	1	261	10
273	1	521	11
274	1	261	10
274	1	521	11
275	1	261	10
275	1	521	11
276	1	261	10
276	1	521	11
277	1	261	10
277	1	521	11
278	1	261	10
278	1	521	11
279	1	261	10
279	1	521	11
280	1	261	10
280	1	521	11
281	1	261	10
281	1	521	11
282	1	261	10
282	1	521	11
283	1	261	10
283	1	521	11
284	1	261	10
284	1	521	11
285	1	261	10
285	1	521	11
286	1	261	10
286	1	521	11
287	1	261	10
287	1	521	11
288	1	261	10
288	1	521	11
289	1	261	10
289	1	521	11
290	1	261	10
290	1	521	11
291	1	261	10
291	1	521	11
292	1	261	10
292	1	521	11
293	1	261	10
293	1	521	11
294	1	261	10
294	1	521	11
295	1	261	10
295	1	521	11
296	1	261	10
296	1	521	11
297	1	261	10
297	1	521	11
298	1	261	10
298	1	521	11
299	1	261	10
299	1	521	11
300	1	261	10
300	1	521	11
301	1	261	10
301	1	521	11
302	1	261	10
302	1	521	11
303	1	261	10
303	1	521	11
304	1	261	10
304	1	521	11
305	1	261	10
305	1	521	11
306	1	261	10
306	1	521	11
307	1	261	10
307	1	521	11
308	1	261	10
308	1	521	11
309	1	261	10
309	1	521	11
310	1	261	10
310	1	521	11
311	1	261	10
311	1	521	11
312	1	261	10
312	1	521	11
313	1	261	10
313	1	521	11
314	1	261	10
314	1	521	11
315	1	261	10
315	1	521	11
316	1	261	10
316	1	521	11
317	1	261	10
317	1	521	11
318	1	261	10
318	1	521	11
319	1	261	10
319	1	521	11
320	1	261	10
320	1	521	11
321	1	261	10
321	1	521	11
322	1	261	10
322	1	521	11
323	1	261	10
323	1	521	11
324	1	261	10
324	1	521	11
325	1	261	10
325	1	521	11
326	1	261	10
326	1	521	11
327	1	261	10
327	1	521	11
328	1	261	10
328	1	521	11
329	1	261	10
329	1	521	11
330	1	261	10
330	1	521	11
331	1	261	10
331	1	521	11
332	1	261	10
332	1	521	11
333	1	261	10
333	1	521	11
334	1	261	10
334	1	521	11
335	1	261	10
335	1	521	11
336	1	261	10
336	1	521	11
337	1	261	10
337	1	521	11
338	1	261	10
338	1	521	11
339	1	261	10
339	1	521	11
340	1	261	10
340	1	521	11
341	1	261	10
341	1	521	11
342	1	261	10
342	1	521	11
343	1	261	10
343	1	521	11
344	1	261	10
344	1	521	11
345	1	261	10
345	1	521	11
346	1	261	10
346	1	521	11
347	1	261	10
347	1	521	11
348	1	261	10
348	1	521	11
349	1	261	10
349	1	521	11
350	1	261	10
350	1	521	11
351	1	261	10
351	1	521	11
352	1	261	10
352	1	521	11
353	1	261	10
353	1	521	11
354	1	261	10
354	1	521	11
355	1	261	10
355	1	521	11
356	1	261	10
356	1	521	11
357	1	261	10
357	1	521	11
358	1	261	10
358	1	521	11
359	1	261	10
359	1	521	11
360	1	261	10
360	1	521	11
361	1	261	10
361	1	521	11
362	1	261	10
362	1	521	11
363	1	261	10
363	1	521	11
364	1	261	10
364	1	521	11
365	1	261	10
365	1	521	11
366	1	261	10
366	1	521	11
367	1	261	10
367	1	521	11
368	1	261	10
368	1	521	11
369	1	261	10
369	1	521	11
370	1	261	10
370	1	521	11
371	1	261	10
371	1	521	11
372	1	261	10
372	1	521	11
