Realization	utility	week	infra.
495	1	1252	11
496	1	626	9
496	1	1617	11
497	1	887	9
498	1	521	9
498	1	1095	11
499	1	626	9
499	1	1982	11
500	1	834	9
501	1	574	9
501	1	1304	11
502	1	626	9
502	1	2035	11
503	1	834	9
504	1	678	9
505	1	887	9
506	1	574	9
506	1	1356	11
507	1	574	9
507	1	1461	11
508	1	521	9
508	1	1200	11
509	1	782	9
510	1	782	9
511	1	730	9
512	1	521	9
512	1	1148	11
513	1	678	9
514	1	834	9
515	1	521	9
515	1	1148	11
516	1	626	9
516	1	1878	11
517	1	521	9
517	1	1148	11
518	1	574	9
518	1	1356	11
519	1	678	9
520	1	834	9
521	1	521	9
521	1	1252	11
522	1	834	9
523	1	574	9
523	1	1408	11
524	1	887	9
525	1	521	9
525	1	1200	11
526	1	574	9
526	1	1565	11
527	1	521	9
527	1	1095	11
528	1	574	9
528	1	1513	11
529	1	521	9
529	1	1252	11
530	1	521	9
530	1	1148	11
531	1	939	9
532	1	574	9
532	1	1408	11
533	1	678	9
534	1	730	9
535	1	834	9
536	1	678	9
537	1	626	9
537	1	1982	11
538	1	521	9
538	1	1200	11
539	1	574	9
539	1	1356	11
540	1	626	9
540	1	1722	11
541	1	678	9
542	1	730	9
543	1	626	9
543	1	1565	11
544	1	521	9
544	1	1304	11
545	1	887	9
546	1	574	9
546	1	1513	11
547	1	574	9
547	1	1461	11
548	1	782	9
549	1	521	9
549	1	1200	11
550	1	730	9
551	1	521	9
551	1	1200	11
552	1	834	9
553	1	574	9
553	1	1461	11
554	1	887	9
555	1	730	9
556	1	730	9
557	1	521	9
557	1	1252	11
558	1	626	9
558	1	2035	11
559	1	521	9
559	1	1095	11
560	1	521	9
560	1	1095	11
561	1	574	9
561	1	1356	11
562	1	521	9
562	1	1200	11
563	1	730	9
564	1	521	9
564	1	1200	11
565	1	521	9
565	1	1252	11
566	1	782	9
567	1	782	9
568	1	574	9
568	1	1565	11
569	1	678	9
570	1	521	9
570	1	1148	11
571	1	626	9
571	1	1878	11
572	1	730	9
573	1	730	9
574	1	521	9
574	1	1095	11
575	1	730	9
576	1	521	9
576	1	1148	11
577	1	730	9
578	1	521	9
578	1	1095	11
579	1	521	9
579	1	1200	11
580	1	678	9
581	1	521	9
581	1	1200	11
582	1	574	9
582	1	1461	11
583	1	521	9
583	1	1200	11
584	1	574	9
584	1	1356	11
585	1	574	9
585	1	1461	11
586	1	521	9
586	1	1252	11
587	1	730	9
588	1	521	9
588	1	1200	11
589	1	678	9
590	1	782	9
591	1	678	9
592	1	574	9
592	1	1565	11
593	1	678	9
594	1	521	9
594	1	1095	11
595	1	782	9
596	1	834	9
597	1	521	9
597	1	1200	11
598	1	626	9
598	1	1617	11
599	1	574	9
599	1	1565	11
600	1	574	9
600	1	1461	11
601	1	782	9
602	1	626	9
602	1	1669	11
603	1	574	9
603	1	1356	11
604	1	574	9
604	1	1408	11
605	1	626	9
605	1	1565	11
606	1	521	9
606	1	1148	11
607	1	678	9
608	1	574	9
608	1	1513	11
609	1	730	9
610	1	678	9
611	1	626	9
611	1	1722	11
612	1	782	9
613	1	521	9
613	1	1095	11
614	1	782	9
615	1	521	9
615	1	1148	11
616	1	574	9
616	1	1513	11
617	1	574	9
617	1	1565	11
618	1	521	9
618	1	1148	11
619	1	574	9
619	1	1304	11
620	1	782	9
621	1	678	9
622	1	574	9
622	1	1565	11
623	1	730	9
624	1	939	9
625	1	939	9
626	1	574	9
626	1	1356	11
627	1	678	9
628	1	678	9
629	1	626	9
629	1	1617	11
630	1	782	9
631	1	939	9
632	1	574	9
632	1	1356	11
633	1	887	9
634	1	574	9
634	1	1513	11
635	1	626	9
635	1	1930	11
636	1	521	9
636	1	1095	11
637	1	574	9
637	1	1461	11
638	1	678	9
639	1	521	9
639	1	1095	11
640	1	521	9
640	1	1200	11
641	1	678	9
642	1	521	9
642	1	1252	11
643	1	521	9
643	1	1252	11
644	1	782	9
645	1	626	9
645	1	1617	11
646	1	626	9
646	1	1669	11
647	1	782	9
648	1	574	9
648	1	1513	11
649	1	521	9
649	1	1148	11
650	1	521	9
650	1	1148	11
651	1	521	9
651	1	1148	11
652	1	678	9
653	1	834	9
654	1	626	9
654	1	1774	11
655	1	678	9
656	1	521	9
656	1	1095	11
657	1	521	9
657	1	1148	11
658	1	834	9
659	1	678	9
660	1	626	9
660	1	1669	11
661	1	521	9
661	1	1095	11
662	1	521	9
662	1	1148	11
663	1	626	9
663	1	1722	11
664	1	521	9
664	1	1148	11
665	1	521	9
665	1	1148	11
666	1	678	9
667	1	574	9
667	1	1304	11
668	1	678	9
669	1	730	9
670	1	574	9
670	1	1304	11
671	1	574	9
671	1	1565	11
672	1	574	9
672	1	1356	11
673	1	678	9
674	1	678	9
675	1	521	9
675	1	1095	11
676	1	521	9
676	1	1252	11
677	1	521	9
677	1	1200	11
678	1	887	9
679	1	626	9
679	1	1826	11
680	1	782	9
681	1	574	9
681	1	1304	11
682	1	887	9
683	1	521	9
683	1	1095	11
684	1	521	9
684	1	1200	11
685	1	730	9
686	1	521	9
686	1	1200	11
687	1	939	9
688	1	730	9
689	1	521	9
689	1	1252	11
690	1	574	9
690	1	1461	11
691	1	521	9
691	1	1200	11
692	1	834	9
693	1	730	9
694	1	626	9
694	1	1930	11
695	1	626	9
695	1	1617	11
696	1	521	9
696	1	1148	11
697	1	678	9
698	1	574	9
698	1	1356	11
699	1	782	9
700	1	521	9
700	1	1148	11
701	1	521	9
701	1	1252	11
702	1	521	9
702	1	1095	11
703	1	626	9
704	1	574	9
704	1	1513	11
705	1	626	9
705	1	1878	11
706	1	678	9
707	1	730	9
708	1	521	9
708	1	1304	11
709	1	521	9
709	1	1148	11
710	1	730	9
711	1	626	9
711	1	1826	11
712	1	730	9
713	1	678	9
714	1	626	9
714	1	1669	11
715	1	574	9
715	1	1461	11
716	1	782	9
717	1	521	9
717	1	1095	11
718	1	782	9
719	1	730	9
720	1	574	9
720	1	1408	11
721	1	730	9
722	1	626	9
722	1	1722	11
723	1	574	9
723	1	1513	11
724	1	574	9
724	1	1356	11
725	1	574	9
725	1	1461	11
726	1	574	9
726	1	1565	11
727	1	521	9
727	1	1095	11
728	1	574	9
728	1	1513	11
729	1	521	9
729	1	1200	11
730	1	730	9
731	1	939	9
732	1	678	9
733	1	730	9
734	1	574	9
734	1	1461	11
735	1	521	9
735	1	1148	11
736	1	678	9
737	1	678	9
738	1	626	9
738	1	1930	11
739	1	834	9
740	1	626	9
741	1	834	9
742	1	521	9
742	1	1148	11
743	1	834	9
744	1	574	9
744	1	1304	11
745	1	521	9
745	1	1200	11
746	1	626	9
746	1	1826	11
747	1	626	9
747	1	1878	11
748	1	730	9
749	1	626	9
749	1	1878	11
750	1	521	9
750	1	1148	11
751	1	939	9
752	1	678	9
753	1	782	9
754	1	574	9
754	1	1408	11
755	1	574	9
755	1	1356	11
756	1	626	9
757	1	574	9
757	1	1408	11
758	1	678	9
759	1	574	9
759	1	1461	11
760	1	574	9
760	1	1304	11
761	1	521	9
761	1	1252	11
762	1	521	9
762	1	1148	11
763	1	678	9
764	1	574	9
764	1	1304	11
765	1	834	9
766	1	626	9
766	1	1722	11
767	1	521	9
767	1	1200	11
768	1	521	9
768	1	1095	11
769	1	678	9
770	1	678	9
771	1	730	9
772	1	678	9
773	1	574	9
773	1	1304	11
774	1	626	9
774	1	1878	11
775	1	574	9
775	1	1565	11
776	1	834	9
777	1	521	9
777	1	1148	11
778	1	626	9
778	1	1565	11
779	1	782	9
780	1	626	9
780	1	1722	11
781	1	834	9
782	1	834	9
783	1	521	9
783	1	1200	11
784	1	521	9
784	1	1095	11
785	1	939	9
786	1	939	9
787	1	574	9
787	1	1513	11
788	1	834	9
789	1	521	9
789	1	1304	11
790	1	730	9
791	1	574	9
791	1	1408	11
792	1	626	9
792	1	1774	11
793	1	887	9
794	1	521	9
794	1	1252	11
795	1	521	9
795	1	1304	11
796	1	678	9
797	1	730	9
798	1	521	9
798	1	1200	11
799	1	521	9
799	1	1200	11
800	1	887	9
801	1	574	9
801	1	1356	11
802	1	574	9
802	1	1304	11
803	1	782	9
804	1	574	9
804	1	1565	11
805	1	521	9
805	1	1148	11
806	1	521	9
806	1	1200	11
807	1	574	9
807	1	1461	11
808	1	626	9
808	1	1774	11
809	1	678	9
810	1	834	9
811	1	678	9
812	1	678	9
813	1	730	9
814	1	782	9
815	1	521	9
815	1	1252	11
816	1	782	9
817	1	782	9
818	1	887	9
819	1	521	9
819	1	1200	11
820	1	574	9
820	1	1513	11
821	1	626	9
821	1	1774	11
822	1	626	9
822	1	1774	11
823	1	887	9
824	1	678	9
825	1	574	9
825	1	1304	11
826	1	574	9
826	1	1304	11
827	1	730	9
828	1	521	9
828	1	1148	11
829	1	678	9
830	1	521	9
830	1	1252	11
831	1	574	9
831	1	1408	11
832	1	678	9
833	1	574	9
833	1	1304	11
834	1	626	9
834	1	2035	11
835	1	730	9
836	1	574	9
836	1	1513	11
837	1	574	9
837	1	1461	11
838	1	939	9
839	1	834	9
840	1	521	9
840	1	1148	11
841	1	834	9
842	1	574	9
842	1	1356	11
843	1	521	9
843	1	1148	11
844	1	521	9
844	1	1200	11
845	1	834	9
846	1	730	9
847	1	678	9
848	1	521	9
848	1	1252	11
849	1	574	9
849	1	1304	11
850	1	521	9
850	1	1148	11
851	1	521	9
851	1	1252	11
852	1	521	9
852	1	1252	11
853	1	574	9
853	1	1408	11
854	1	626	9
854	1	1826	11
855	1	782	9
856	1	626	9
856	1	1722	11
857	1	521	9
857	1	1200	11
858	1	730	9
859	1	678	9
860	1	730	9
861	1	521	9
861	1	1200	11
862	1	887	9
863	1	678	9
864	1	678	9
865	1	574	9
865	1	1356	11
866	1	782	9
867	1	574	9
867	1	1408	11
868	1	521	9
868	1	1148	11
869	1	730	9
870	1	678	9
871	1	678	9
872	1	887	9
873	1	626	9
873	1	1669	11
874	1	521	9
874	1	1148	11
875	1	678	9
876	1	574	9
876	1	1408	11
877	1	521	9
877	1	1148	11
878	1	626	9
878	1	1722	11
879	1	834	9
880	1	574	9
880	1	1356	11
881	1	730	9
882	1	626	9
882	1	1669	11
883	1	521	9
883	1	1148	11
884	1	521	9
884	1	1148	11
885	1	730	9
886	1	626	9
887	1	521	9
887	1	1200	11
888	1	678	9
889	1	521	9
889	1	1095	11
890	1	626	9
890	1	1617	11
891	1	574	9
891	1	1408	11
892	1	521	9
892	1	1200	11
893	1	626	9
893	1	1774	11
894	1	834	9
895	1	521	9
895	1	1095	11
896	1	626	9
896	1	1722	11
897	1	521	9
897	1	1095	11
898	1	782	9
899	1	521	9
899	1	1252	11
900	1	678	9
901	1	678	9
902	1	782	9
903	1	574	9
903	1	1461	11
904	1	521	9
904	1	1252	11
905	1	626	9
905	1	1982	11
906	1	521	9
906	1	1252	11
907	1	574	9
907	1	1565	11
908	1	782	9
909	1	574	9
909	1	1513	11
910	1	521	9
910	1	1252	11
911	1	626	9
911	1	1774	11
912	1	521	9
912	1	1304	11
913	1	678	9
914	1	574	9
914	1	1356	11
915	1	730	9
916	1	521	9
916	1	1148	11
917	1	574	9
917	1	1565	11
918	1	521	9
918	1	1200	11
919	1	574	9
919	1	1356	11
920	1	521	9
920	1	1200	11
921	1	574	9
921	1	1304	11
922	1	521	9
922	1	1252	11
923	1	782	9
924	1	626	9
924	1	1722	11
925	1	939	9
926	1	521	9
926	1	1200	11
927	1	834	9
928	1	626	9
928	1	1722	11
929	1	678	9
930	1	521	9
930	1	1252	11
931	1	626	9
931	1	1722	11
932	1	730	9
933	1	730	9
934	1	782	9
935	1	521	9
935	1	1200	11
936	1	626	9
936	1	1617	11
937	1	626	9
937	1	1617	11
938	1	521	9
938	1	1148	11
939	1	521	9
939	1	1148	11
940	1	521	9
940	1	1148	11
941	1	678	9
942	1	626	9
942	1	1878	11
943	1	730	9
944	1	626	9
944	1	1722	11
945	1	678	9
946	1	678	9
947	1	730	9
948	1	574	9
948	1	1461	11
949	1	782	9
950	1	521	9
950	1	1200	11
951	1	939	9
952	1	834	9
953	1	730	9
954	1	521	9
954	1	1252	11
955	1	574	9
955	1	1408	11
956	1	521	9
956	1	1200	11
957	1	574	9
957	1	1356	11
958	1	574	9
958	1	1513	11
959	1	782	9
960	1	678	9
961	1	626	9
961	1	1669	11
962	1	521	9
962	1	1148	11
963	1	574	9
963	1	1356	11
964	1	939	9
965	1	626	9
965	1	1826	11
966	1	939	9
967	1	574	9
967	1	1304	11
968	1	574	9
968	1	1304	11
969	1	521	9
969	1	1095	11
970	1	574	9
970	1	1304	11
971	1	730	9
972	1	626	9
972	1	2035	11
973	1	521	9
973	1	1252	11
974	1	834	9
975	1	782	9
976	1	730	9
977	1	782	9
978	1	574	9
978	1	1565	11
979	1	678	9
980	1	521	9
980	1	1148	11
981	1	521	9
981	1	1200	11
982	1	626	9
983	1	678	9
984	1	626	9
984	1	1617	11
985	1	678	9
986	1	730	9
987	1	730	9
988	1	521	9
988	1	1148	11
989	1	574	9
989	1	1513	11
990	1	521	9
990	1	1252	11
991	1	574	9
991	1	1461	11
992	1	939	9
993	1	626	9
993	1	1617	11
994	1	521	9
994	1	1148	11
995	1	834	9
996	1	678	9
997	1	626	9
997	1	1826	11
998	1	521	9
998	1	1148	11
999	1	626	9
999	1	1669	11
